Age,Height,Weight,Gender,injury,equipment,level,Exercise
38,167,67,female,Upper,Dumbbells,Intermediate,Standing Palms In Shoulder Press
39,168,67,female,Upper,Body Only,Beginner,Arom Side lying Abduction
40,169,67,female,Lower,Body Only,Beginner,Air Squat
41,170,67,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
42,171,67,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
43,155,67,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
44,156,67,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
45,157,67,female,Upper,Body Only,Beginner,Arom Side lying Abduction
46,158,67,female,Lower,Body Only,Beginner,Air Squat
47,159,67,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
48,160,67,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
49,161,67,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
50,162,67,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
51,163,67,female,Upper,Body Only,Beginner,Arom Side lying Abduction
36,164,67,female,Lower,Body Only,Beginner,Air Squat
37,165,67,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
38,166,67,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
39,167,67,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
40,168,67,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
41,169,67,female,Upper,Dumbbells,Intermediate,Alternating Deltoid Raise
42,170,67,female,Upper,Dumbbells,Intermediate,Alternating Dumbbell Front Raise
43,171,67,female,Upper,Dumbbells,Intermediate,Arnold Press
44,175,82,male,Upper,Dumbbells,Intermediate,Bent-Over Dumbbell Rear Delt Row
45,176,82,male,Upper,Dumbbells,Intermediate,Cuban Press
46,177,82,male,Lower,Dumbbells,Intermediate,Dumbbell Deadlift
47,178,82,male,Lower,Dumbbells,Intermediate,Dumbbell Front Squat
48,179,82,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
49,180,82,male,Lower,Dumbbells,Intermediate,Dumbbell Wide Squat
50,181,82,male,Abdominals & Lower Back,Body Only,Beginner,Knee To Chest Stretch
51,182,82,male,Abdominals & Lower Back,Body Only,Intermediate,Leg Lift
36,183,82,male,Abdominals & Lower Back,Body Only,Beginner,Prone Straight Leg Raises
37,184,82,male,Abdominals & Lower Back,Body Only,Beginner,Superman
38,185,82,male,Abdominals & Lower Back,Body Only,Intermediate,Straight Leg Raises
39,186,82,male,Abdominals & Lower Back,Body Only,Intermediate,Straddle Ups
40,187,82,male,Upper,Dumbbells,Beginner,Dumbbell High Pull
41,188,82,male,Upper,Dumbbells,Beginner,Dumbbell Kickback
42,189,82,male,Upper,Dumbbells,Advanced,Dumbbell L Lateral Raise and External Rotation
43,190,82,male,Upper,Dumbbells,Beginner,Dumbbell Scaption
44,191,82,male,Upper,Body Only,Intermediate,Prone Horizontal Abduction
45,175,82,male,Upper,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
46,176,82,male,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
47,177,82,male,Lower,Body Only,Beginner,Heel Slide
48,178,82,male,Lower,Body Only,Intermediate,High Knees
49,179,82,male,Lower,Body Only,Advanced,Iron cross
50,180,82,male,Lower,Body Only,Intermediate,Isometric Squat
51,181,82,male,Lower,Body Only,Beginner,Hamstring Curl
36,182,82,male,Lower,Body Only,Intermediate,Kick Backs
37,183,82,male,Lower,Body Only,Advanced,Low Lunge to Hamstring to Twist
38,184,82,male,Lower,Body Only,Intermediate,Lunges
39,185,82,male,Lower,Body Only,Beginner,Single Leg Balance and Reach
40,186,82,male,Lower,Body Only,Intermediate,Prone Heel Squeezes
41,187,82,male,Lower,Body Only,Advanced,Single Leg Squat
42,188,82,male,Lower,Body Only,Intermediate,Standing Hip Extension
43,189,82,male,Lower,Body Only,Beginner,Standing Quad Stretch
44,190,82,male,Lower,Body Only,Beginner,Static 90-90 Hamstring Stretch
45,191,82,male,Lower,Body Only,Intermediate,Sumo Squat
46,175,82,male,Lower,Dumbbells,Advanced,Weighted Walking Lunge
47,176,82,male,Lower,Body Only,Advanced,leg pendulum Swing
48,177,82,male,Upper,Dumbbells,Intermediate,Side Lateral Raise
49,178,82,male,Upper,Dumbbells,Intermediate,Single Arm Lateral Raise
50,179,82,male,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
51,180,82,male,Upper,Dumbbells,Intermediate,Standing Dumbbell Shoulder Press
36,181,82,male,Upper,Dumbbells,Intermediate,Standing Palms In Shoulder Press
37,182,82,male,Upper,Body Only,Beginner,Arom Side lying Abduction
38,183,82,male,Lower,Body Only,Beginner,Air Squat
39,184,82,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
40,185,82,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
41,186,82,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
42,187,82,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
43,188,82,male,Upper,Body Only,Beginner,Arom Side lying Abduction
44,189,82,male,Lower,Body Only,Beginner,Air Squat
45,190,82,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
46,155,68,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
47,156,68,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
48,157,68,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
49,158,68,female,Upper,Body Only,Beginner,Arom Side lying Abduction
50,159,68,female,Lower,Body Only,Beginner,Air Squat
51,160,68,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
36,161,68,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
37,162,68,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
38,163,68,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
39,164,68,female,Upper,Dumbbells,Intermediate,Alternating Deltoid Raise
40,165,68,female,Upper,Dumbbells,Intermediate,Alternating Dumbbell Front Raise
41,166,68,female,Upper,Dumbbells,Intermediate,Arnold Press
42,167,68,female,Upper,Dumbbells,Intermediate,Bent-Over Dumbbell Rear Delt Row
43,168,68,female,Upper,Dumbbells,Intermediate,Cuban Press
44,169,68,female,Lower,Dumbbells,Intermediate,Dumbbell Deadlift
45,170,68,female,Lower,Dumbbells,Intermediate,Dumbbell Front Squat
46,171,68,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
47,155,68,female,Lower,Dumbbells,Intermediate,Dumbbell Wide Squat
48,156,68,female,Abdominals & Lower Back,Body Only,Beginner,Knee To Chest Stretch
49,157,68,female,Abdominals & Lower Back,Body Only,Intermediate,Leg Lift
50,158,68,female,Abdominals & Lower Back,Body Only,Beginner,Prone Straight Leg Raises
51,159,68,female,Abdominals & Lower Back,Body Only,Beginner,Superman
36,160,68,female,Abdominals & Lower Back,Body Only,Intermediate,Straight Leg Raises
37,161,68,female,Abdominals & Lower Back,Body Only,Intermediate,Straddle Ups
38,162,68,female,Upper,Dumbbells,Beginner,Dumbbell High Pull
39,163,68,female,Upper,Dumbbells,Beginner,Dumbbell Kickback
40,164,68,female,Upper,Dumbbells,Advanced,Dumbbell L Lateral Raise and External Rotation
41,165,68,female,Upper,Dumbbells,Beginner,Dumbbell Scaption
42,166,68,female,Upper,Body Only,Intermediate,Prone Horizontal Abduction
43,167,68,female,Upper,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
44,168,68,female,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
45,169,68,female,Lower,Body Only,Beginner,Heel Slide
46,170,68,female,Lower,Body Only,Intermediate,High Knees
47,171,68,female,Lower,Body Only,Advanced,Iron cross
48,155,68,female,Lower,Body Only,Intermediate,Isometric Squat
49,156,68,female,Lower,Body Only,Beginner,Hamstring Curl
50,157,68,female,Lower,Body Only,Intermediate,Kick Backs
51,158,68,female,Lower,Body Only,Advanced,Low Lunge to Hamstring to Twist
36,159,68,female,Lower,Body Only,Intermediate,Lunges
37,160,68,female,Lower,Body Only,Beginner,Single Leg Balance and Reach
38,161,68,female,Lower,Body Only,Intermediate,Prone Heel Squeezes
39,162,68,female,Lower,Body Only,Advanced,Single Leg Squat
40,163,68,female,Lower,Body Only,Intermediate,Standing Hip Extension
41,164,68,female,Lower,Body Only,Beginner,Standing Quad Stretch
42,165,68,female,Lower,Body Only,Beginner,Static 90-90 Hamstring Stretch
43,166,68,female,Lower,Body Only,Intermediate,Sumo Squat
44,167,68,female,Lower,Dumbbells,Advanced,Weighted Walking Lunge
45,168,68,female,Lower,Body Only,Advanced,leg pendulum Swing
46,169,68,female,Upper,Dumbbells,Intermediate,Side Lateral Raise
47,170,68,female,Upper,Dumbbells,Intermediate,Single Arm Lateral Raise
48,171,68,female,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
49,175,83,male,Upper,Dumbbells,Intermediate,Standing Dumbbell Shoulder Press
50,176,83,male,Upper,Dumbbells,Intermediate,Standing Palms In Shoulder Press
51,177,83,male,Upper,Dumbbells,Intermediate,Alternating Deltoid Raise
36,178,83,male,Upper,Dumbbells,Intermediate,Alternating Dumbbell Front Raise
37,179,83,male,Upper,Dumbbells,Intermediate,Arnold Press
38,180,83,male,Upper,Dumbbells,Intermediate,Bent-Over Dumbbell Rear Delt Row
39,181,83,male,Upper,Dumbbells,Intermediate,Cuban Press
40,182,83,male,Lower,Dumbbells,Intermediate,Dumbbell Deadlift
41,183,83,male,Lower,Dumbbells,Intermediate,Dumbbell Front Squat
42,184,83,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
43,185,83,male,Lower,Dumbbells,Intermediate,Dumbbell Wide Squat
44,186,83,male,Abdominals & Lower Back,Body Only,Beginner,Knee To Chest Stretch
45,187,83,male,Abdominals & Lower Back,Body Only,Intermediate,Leg Lift
46,188,83,male,Abdominals & Lower Back,Body Only,Beginner,Prone Straight Leg Raises
47,189,83,male,Abdominals & Lower Back,Body Only,Beginner,Superman
48,190,83,male,Abdominals & Lower Back,Body Only,Intermediate,Straight Leg Raises
49,191,83,male,Abdominals & Lower Back,Body Only,Intermediate,Straddle Ups
50,175,83,male,Upper,Dumbbells,Beginner,Dumbbell High Pull
51,176,83,male,Upper,Dumbbells,Beginner,Dumbbell Kickback
42,177,83,male,Upper,Dumbbells,Advanced,Dumbbell L Lateral Raise and External Rotation
43,178,83,male,Upper,Dumbbells,Beginner,Dumbbell Scaption
20,179,83,male,Upper,Body Only,Intermediate,Prone Horizontal Abduction
21,180,83,male,Upper,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
22,181,83,male,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
23,182,83,male,Lower,Body Only,Beginner,Heel Slide
24,183,83,male,Lower,Body Only,Intermediate,High Knees
25,184,83,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
26,185,83,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
27,186,83,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
28,187,83,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
29,188,83,male,Upper,Body Only,Beginner,Arom Side lying Abduction
30,189,83,male,Lower,Body Only,Beginner,Air Squat
31,190,83,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
32,191,83,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
33,175,83,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
34,176,83,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
35,177,83,male,Upper,Body Only,Beginner,Arom Side lying Abduction
36,178,83,male,Lower,Body Only,Beginner,Air Squat
37,179,83,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
38,180,83,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
39,181,83,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
40,182,83,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
41,183,83,male,Upper,Dumbbells,Intermediate,Alternating Deltoid Raise
42,184,83,male,Upper,Dumbbells,Intermediate,Alternating Dumbbell Front Raise
43,185,83,male,Upper,Dumbbells,Intermediate,Arnold Press
44,186,83,male,Upper,Dumbbells,Intermediate,Bent-Over Dumbbell Rear Delt Row
45,187,83,male,Upper,Dumbbells,Intermediate,Cuban Press
46,188,83,male,Lower,Dumbbells,Intermediate,Dumbbell Deadlift
47,189,83,male,Lower,Dumbbells,Intermediate,Dumbbell Front Squat
48,190,83,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
49,155,69,female,Lower,Dumbbells,Intermediate,Dumbbell Wide Squat
50,156,69,female,Abdominals & Lower Back,Body Only,Beginner,Knee To Chest Stretch
51,157,69,female,Abdominals & Lower Back,Body Only,Intermediate,Leg Lift
36,158,69,female,Abdominals & Lower Back,Body Only,Beginner,Prone Straight Leg Raises
37,159,69,female,Abdominals & Lower Back,Body Only,Beginner,Superman
38,160,69,female,Abdominals & Lower Back,Body Only,Intermediate,Straight Leg Raises
39,161,69,female,Abdominals & Lower Back,Body Only,Intermediate,Straddle Ups
40,162,69,female,Upper,Dumbbells,Beginner,Dumbbell High Pull
41,163,69,female,Upper,Dumbbells,Beginner,Dumbbell Kickback
42,164,69,female,Upper,Dumbbells,Advanced,Dumbbell L Lateral Raise and External Rotation
43,165,69,female,Upper,Dumbbells,Beginner,Dumbbell Scaption
44,166,69,female,Upper,Body Only,Intermediate,Prone Horizontal Abduction
45,167,69,female,Upper,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
46,168,69,female,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
47,169,69,female,Lower,Body Only,Beginner,Heel Slide
48,170,69,female,Lower,Body Only,Intermediate,High Knees
49,171,69,female,Lower,Body Only,Advanced,Iron cross
50,155,69,female,Lower,Body Only,Intermediate,Isometric Squat
51,156,69,female,Lower,Body Only,Beginner,Hamstring Curl
20,157,69,female,Lower,Body Only,Intermediate,Kick Backs
21,158,69,female,Lower,Body Only,Advanced,Low Lunge to Hamstring to Twist
22,159,69,female,Lower,Body Only,Intermediate,Lunges
23,160,69,female,Lower,Body Only,Beginner,Single Leg Balance and Reach
24,161,69,female,Lower,Body Only,Intermediate,Prone Heel Squeezes
25,162,69,female,Lower,Body Only,Advanced,Single Leg Squat
26,163,69,female,Lower,Body Only,Intermediate,Standing Hip Extension
27,164,69,female,Lower,Body Only,Beginner,Standing Quad Stretch
28,165,69,female,Lower,Body Only,Beginner,Static 90-90 Hamstring Stretch
29,166,69,female,Lower,Body Only,Intermediate,Sumo Squat
30,167,69,female,Lower,Dumbbells,Advanced,Weighted Walking Lunge
31,168,69,female,Lower,Body Only,Advanced,leg pendulum Swing
32,169,69,female,Upper,Dumbbells,Intermediate,Side Lateral Raise
33,170,69,female,Upper,Dumbbells,Intermediate,Single Arm Lateral Raise
34,171,69,female,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
35,155,69,female,Upper,Dumbbells,Intermediate,Standing Dumbbell Shoulder Press
36,156,69,female,Upper,Dumbbells,Intermediate,Standing Palms In Shoulder Press
37,157,69,female,Lower,Body Only,Advanced,Iron cross
38,158,69,female,Lower,Body Only,Intermediate,Isometric Squat
39,159,69,female,Lower,Body Only,Beginner,Hamstring Curl
40,160,69,female,Lower,Body Only,Intermediate,Kick Backs
41,161,69,female,Lower,Body Only,Advanced,Low Lunge to Hamstring to Twist
42,162,69,female,Lower,Body Only,Intermediate,Lunges
43,163,69,female,Lower,Body Only,Beginner,Single Leg Balance and Reach
44,164,69,female,Lower,Body Only,Intermediate,Prone Heel Squeezes
45,165,69,female,Lower,Body Only,Advanced,Single Leg Squat
46,166,69,female,Lower,Body Only,Intermediate,Standing Hip Extension
47,167,69,female,Lower,Body Only,Beginner,Standing Quad Stretch
48,168,69,female,Lower,Body Only,Beginner,Static 90-90 Hamstring Stretch
49,169,69,female,Lower,Body Only,Intermediate,Sumo Squat
50,170,69,female,Lower,Dumbbells,Advanced,Weighted Walking Lunge
51,171,69,female,Lower,Body Only,Advanced,leg pendulum Swing
36,175,84,male,Upper,Dumbbells,Intermediate,Side Lateral Raise
37,176,84,male,Upper,Dumbbells,Intermediate,Single Arm Lateral Raise
38,177,84,male,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
39,178,84,male,Upper,Dumbbells,Intermediate,Standing Dumbbell Shoulder Press
40,179,84,male,Abdominals & Lower Back,Body Only,Beginner,Knee To Chest Stretch
41,180,84,male,Abdominals & Lower Back,Body Only,Intermediate,Leg Lift
42,181,84,male,Abdominals & Lower Back,Body Only,Beginner,Prone Straight Leg Raises
43,182,84,male,Abdominals & Lower Back,Body Only,Beginner,Superman
44,183,84,male,Abdominals & Lower Back,Body Only,Intermediate,Straight Leg Raises
45,184,84,male,Abdominals & Lower Back,Body Only,Intermediate,Straddle Ups
46,185,84,male,Lower,Body Only,Advanced,Single Leg Squat
47,186,84,male,Lower,Body Only,Intermediate,Standing Hip Extension
48,187,84,male,Lower,Body Only,Beginner,Standing Quad Stretch
49,188,84,male,Lower,Body Only,Beginner,Static 90-90 Hamstring Stretch
50,189,84,male,Lower,Body Only,Intermediate,Sumo Squat
51,190,84,male,Lower,Dumbbells,Advanced,Weighted Walking Lunge
20,191,84,male,Lower,Body Only,Advanced,leg pendulum Swing
21,175,84,male,Upper,Dumbbells,Intermediate,Side Lateral Raise
22,176,84,male,Upper,Dumbbells,Intermediate,Single Arm Lateral Raise
23,177,84,male,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
24,178,84,male,Upper,Dumbbells,Intermediate,Standing Dumbbell Shoulder Press
25,179,84,male,Abdominals & Lower Back,Body Only,Beginner,Knee To Chest Stretch
26,180,84,male,Abdominals & Lower Back,Body Only,Intermediate,Leg Lift
27,181,84,male,Abdominals & Lower Back,Body Only,Beginner,Prone Straight Leg Raises
28,182,84,male,Abdominals & Lower Back,Body Only,Beginner,Superman
29,183,84,male,Abdominals & Lower Back,Body Only,Intermediate,Straight Leg Raises
30,184,84,male,Abdominals & Lower Back,Body Only,Intermediate,Straddle Ups
31,185,84,male,Abdominals & Lower Back,Body Only,Beginner,Knee To Chest Stretch
32,186,84,male,Abdominals & Lower Back,Body Only,Intermediate,Leg Lift
33,187,84,male,Abdominals & Lower Back,Body Only,Beginner,Prone Straight Leg Raises
34,188,84,male,Abdominals & Lower Back,Body Only,Beginner,Superman
35,189,84,male,Abdominals & Lower Back,Body Only,Intermediate,Straight Leg Raises
36,190,84,male,Abdominals & Lower Back,Body Only,Intermediate,Straddle Ups
37,191,84,male,Abdominals & Lower Back,Body Only,Beginner,Knee To Chest Stretch
38,175,84,male,Abdominals & Lower Back,Body Only,Intermediate,Leg Lift
39,176,84,male,Abdominals & Lower Back,Body Only,Beginner,Prone Straight Leg Raises
40,177,84,male,Abdominals & Lower Back,Body Only,Beginner,Superman
41,178,84,male,Abdominals & Lower Back,Body Only,Intermediate,Straight Leg Raises
42,179,84,male,Abdominals & Lower Back,Body Only,Intermediate,Straddle Ups
43,180,84,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
44,181,84,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
45,182,84,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
46,183,84,male,Upper,Body Only,Beginner,Arom Side lying Abduction
47,184,84,male,Lower,Body Only,Beginner,Air Squat
48,185,84,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
49,186,84,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
50,187,84,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
51,188,84,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
36,189,84,male,Upper,Body Only,Beginner,Arom Side lying Abduction
37,190,84,male,Lower,Body Only,Beginner,Air Squat
38,155,70,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
39,156,70,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
40,157,70,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
41,158,70,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
42,159,70,female,Upper,Body Only,Beginner,Arom Side lying Abduction
43,160,70,female,Lower,Body Only,Beginner,Air Squat
44,161,70,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
45,162,70,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
46,163,70,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
47,164,70,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
48,165,70,female,Upper,Body Only,Beginner,Arom Side lying Abduction
49,166,70,female,Lower,Body Only,Beginner,Air Squat
50,167,70,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
51,168,70,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
20,169,70,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
21,170,70,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
22,171,70,female,Upper,Body Only,Beginner,Arom Side lying Abduction
23,155,70,female,Lower,Body Only,Beginner,Air Squat
24,156,70,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
25,157,70,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
26,158,70,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
27,159,70,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
28,160,70,female,Upper,Body Only,Beginner,Arom Side lying Abduction
29,161,70,female,Lower,Body Only,Beginner,Air Squat
30,162,70,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
31,163,70,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
32,164,70,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
33,165,70,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
34,166,70,female,Upper,Body Only,Beginner,Arom Side lying Abduction
35,167,70,female,Lower,Body Only,Beginner,Air Squat
36,168,70,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
37,169,70,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
38,170,70,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
39,171,70,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
40,155,70,female,Upper,Body Only,Beginner,Arom Side lying Abduction
41,156,70,female,Lower,Body Only,Beginner,Air Squat
42,157,70,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
43,158,70,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
44,159,70,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
45,160,70,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
46,161,70,female,Upper,Dumbbells,Intermediate,Alternating Deltoid Raise
47,162,70,female,Upper,Dumbbells,Intermediate,Alternating Dumbbell Front Raise
48,163,70,female,Upper,Dumbbells,Intermediate,Arnold Press
49,164,70,female,Upper,Dumbbells,Intermediate,Bent-Over Dumbbell Rear Delt Row
50,165,70,female,Upper,Dumbbells,Intermediate,Cuban Press
51,166,70,female,Lower,Dumbbells,Intermediate,Dumbbell Deadlift
36,167,70,female,Lower,Dumbbells,Intermediate,Dumbbell Front Squat
37,168,70,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
38,169,70,female,Lower,Dumbbells,Intermediate,Dumbbell Wide Squat
39,170,70,female,Abdominals & Lower Back,Body Only,Beginner,Knee To Chest Stretch
40,171,70,female,Abdominals & Lower Back,Body Only,Intermediate,Leg Lift
41,175,85,male,Abdominals & Lower Back,Body Only,Beginner,Prone Straight Leg Raises
42,176,85,male,Abdominals & Lower Back,Body Only,Beginner,Superman
43,177,85,male,Abdominals & Lower Back,Body Only,Intermediate,Straight Leg Raises
44,178,85,male,Abdominals & Lower Back,Body Only,Intermediate,Straddle Ups
45,179,85,male,Upper,Dumbbells,Beginner,Dumbbell High Pull
46,180,85,male,Upper,Dumbbells,Beginner,Dumbbell Kickback
47,181,85,male,Upper,Dumbbells,Advanced,Dumbbell L Lateral Raise and External Rotation
48,182,85,male,Upper,Dumbbells,Beginner,Dumbbell Scaption
49,183,85,male,Upper,Body Only,Intermediate,Prone Horizontal Abduction
50,184,85,male,Upper,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
51,185,85,male,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
20,186,85,male,Lower,Body Only,Beginner,Heel Slide
21,187,85,male,Lower,Body Only,Intermediate,High Knees
22,188,85,male,Lower,Body Only,Advanced,Iron cross
23,189,85,male,Lower,Body Only,Intermediate,Isometric Squat
24,190,85,male,Lower,Body Only,Beginner,Hamstring Curl
25,191,85,male,Lower,Body Only,Intermediate,Kick Backs
26,175,85,male,Lower,Body Only,Advanced,Low Lunge to Hamstring to Twist
27,176,85,male,Lower,Body Only,Intermediate,Lunges
28,177,85,male,Lower,Body Only,Beginner,Single Leg Balance and Reach
29,178,85,male,Lower,Body Only,Intermediate,Prone Heel Squeezes
30,179,85,male,Lower,Body Only,Advanced,Single Leg Squat
31,180,85,male,Lower,Body Only,Intermediate,Standing Hip Extension
32,181,85,male,Lower,Body Only,Beginner,Standing Quad Stretch
33,182,85,male,Lower,Body Only,Beginner,Static 90-90 Hamstring Stretch
34,183,85,male,Lower,Body Only,Intermediate,Sumo Squat
35,184,85,male,Lower,Dumbbells,Advanced,Weighted Walking Lunge
36,185,85,male,Lower,Body Only,Advanced,leg pendulum Swing
37,186,85,male,Upper,Dumbbells,Intermediate,Side Lateral Raise
38,187,85,male,Upper,Dumbbells,Intermediate,Single Arm Lateral Raise
39,188,85,male,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
40,189,85,male,Upper,Dumbbells,Intermediate,Standing Dumbbell Shoulder Press
41,190,85,male,Upper,Dumbbells,Intermediate,Standing Palms In Shoulder Press
42,191,85,male,Upper,Body Only,Beginner,Arom Side lying Abduction
43,175,85,male,Lower,Body Only,Beginner,Air Squat
44,176,85,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
45,177,85,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
46,178,85,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
47,179,85,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
48,180,85,male,Upper,Body Only,Beginner,Arom Side lying Abduction
49,181,85,male,Lower,Body Only,Beginner,Air Squat
50,182,85,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
51,183,85,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
36,184,85,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
37,185,85,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
38,186,85,male,Upper,Body Only,Beginner,Arom Side lying Abduction
39,187,85,male,Lower,Body Only,Beginner,Air Squat
40,188,85,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
41,189,85,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
42,190,85,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
43,155,71,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
44,156,71,female,Upper,Dumbbells,Intermediate,Alternating Deltoid Raise
45,157,71,female,Upper,Dumbbells,Intermediate,Alternating Dumbbell Front Raise
46,158,71,female,Upper,Dumbbells,Intermediate,Arnold Press
47,159,71,female,Upper,Dumbbells,Intermediate,Bent-Over Dumbbell Rear Delt Row
